# fmin=0.10000000000000001 fmax=0.42000000000000004 nf=200
freq,top,bottom,left,right,front,back,total
0.10000000000000001,0.0016623389947449919,0.0016623389947449914,0.001529693518140746,0.00072836196258289757,0.00056696008963199435,0.0005575330065732693,0.0067072265664188902
0.10160804020100503,0.0016768469792774535,0.0016768469792774448,0.0015439848061950207,0.00074239386622403081,0.00060878153606434252,0.00063007214789187731,0.0068789263149301692
0.10321608040201005,0.0016478738051418657,0.001647873805141859,0.0015396255758461821,0.00072452893291354036,0.00066301995267041493,0.00071547058166259402,0.0069383926533764561
0.10482412060301508,0.0016496191770133026,0.001649619177013294,0.0015751649717456306,0.0007163729791414108,0.00067670694979785105,0.00075487451428580751,0.0070223577689972963
0.10643216080402011,0.001676638329909689,0.0016766383299096849,0.0016082219810802851,0.00075464864091439265,0.00066231641648578903,0.00074804461617451225,0.0071265083144743538
0.10804020100502514,0.0016759685472219634,0.0016759685472219606,0.0015768776597381729,0.00078686480504728867,0.00065477609495150362,0.00073614230503911285,0.0071065979592200013
0.10964824120603016,0.0016843676266807073,0.0016843676266807073,0.0015486632283390703,0.00076824684856566629,0.00064483150206684178,0.00071646748607847623,0.0070469443184114685
0.11125628140703518,0.0017476268750321938,0.0017476268750321916,0.0016129443716093167,0.00076101931789692139,0.00062504814177889256,0.000668103558889181,0.0071623691402386974
0.11286432160804021,0.0017937571332812883,0.0017937571332812844,0.001703179468298212,0.00081599401292460258,0.00063536390605909722,0.00063352429358207738,0.0073755759474265631
0.11447236180904523,0.0017709401758624721,0.0017709401758624636,0.0017169444187146402,0.00085835036492998415,0.00069150716062483923,0.00066667093584480178,0.0074753532318392012
0.11608040201005027,0.001763048669467667,0.0017630486694676566,0.0017154409407758992,0.00082366583500496394,0.00074202945843607508,0.00073549086510157425,0.0075427244382538349
0.11768844221105529,0.001816029041146514,0.0018160290411465157,0.0017987163379942022,0.00079076551297504311,0.00075916546774771015,0.00077851487233700093,0.0077592202733469864
0.11929648241206031,0.0018535056526679861,0.0018535056526679931,0.0018981165690916913,0.00083995678671512934,0.00078215148005737127,0.00079903453941323566,0.0080262706806134062
0.12090452261306533,0.001860375473241566,0.0018603754732415684,0.0019101806298696291,0.00090627928251051082,0.00081764474289666407,0.00080743158331194015,0.0081622871850718769
0.12251256281407036,0.0019066006002916541,0.0019066006002916491,0.0019051882983605398,0.00091316354612652143,0.00081096906476706913,0.00076475761691264122,0.0082072797267500747
0.12412060301507538,0.0019698379583317684,0.0019698379583317598,0.0019780695073470158,0.00091158211366837287,0.00076549689620476042,0.00068345353536207617,0.0082782779692457537
0.1257286432160804,0.0019908230174339263,0.0019908230174339203,0.0020432695903038209,0.00094913558165646023,0.00076044129929494489,0.00066369733718447965,0.0083981898433075526
0.12733668341708543,0.0020290608215655708,0.0020290608215655596,0.0020101425117563724,0.00095841115408113169,0.0008099254274792063,0.00073193017856329175,0.0085685309150111324
0.12894472361809045,0.0021199583719955931,0.0021199583719955888,0.0019904740173061495,0.00091224244279130564,0.00084686741669162083,0.00078421807538090567,0.008773718696161165
0.13055276381909547,0.0021498639542900638,0.0021498639542900681,0.0020892323987040931,0.00091548878816678444,0.00086639045855633177,0.00077373671854651148,0.008944576272553852
0.1321608040201005,0.002076329949067974,0.0020763299490679839,0.0021787729243618048,0.0010075792455216063,0.00092214795237631161,0.00078538582904763273,0.0090465458494433122
0.13376884422110555,0.002022181941890344,0.0020221819418903522,0.0021326552969708644,0.0010663622877192869,0.00097913681799130796,0.00085007326136432636,0.0090725915478264817
0.13537688442211057,0.0020289615606091955,0.0020289615606091964,0.0020767901641878745,0.0010372782085824037,0.00095482139944914283,0.00087851129075306529,0.0090053241841908799
0.13698492462311559,0.0020302916707003443,0.0020302916707003408,0.0021496758174979124,0.0010389274377785999,0.00089499662565019117,0.00085120242393575392,0.0089953856462631418
0.13859296482412062,0.0020828797150148209,0.0020828797150148097,0.0022427587692526356,0.0011141736654245577,0.00091257834170022502,0.00087463219486851171,0.0093099024012755615
0.14020100502512564,0.0022635510606832769,0.0022635510606832752,0.0022481923121596397,0.0011300179620913999,0.00098026963397541186,0.00098610891139527639,0.009871690940988281
0.14180904522613066,0.0024252966410594902,0.0024252966410595002,0.0023065769499510985,0.0010607474061531106,0.00098821471402867349,0.0010911265493963192,0.010297258901648192
0.14341708542713569,0.0024100412405401706,0.0024100412405401797,0.0025166073121035198,0.0010851084345474551,0.00095811195846045541,0.0011287969735544385,0.010508707159746221
0.14502512562814071,0.0023189166077375442,0.0023189166077375485,0.0026780850847762405,0.0012484450785348784,0.00098546452273925046,0.0011223076368359439,0.010672135538361407
0.14663316582914573,0.0022875858532174958,0.0022875858532175023,0.0026388819390030208,0.0013342216738585033,0.0010352901341547309,0.001072549041041104,0.010656114494492356
0.14824120603015076,0.0022841991946806924,0.0022841991946807045,0.0025976975775744053,0.0012385255317048311,0.001021833383417485,0.00098131466521765272,0.010407769547275771
0.14984924623115581,0.0023132024582543055,0.0023132024582543211,0.0027280242875784141,0.0011533449247798145,0.0010201225406180248,0.00094152829631581017,0.010469424965800691
0.15145728643216083,0.0024442111917861277,0.0024442111917861347,0.0028367983744415244,0.0012109399634596439,0.0011622142578284239,0.0010250436467724785,0.011123418626074334
0.15306532663316585,0.0025732301176000626,0.0025732301176000613,0.002766124103287664,0.001285846772736114,0.0013786112097917977,0.0011414735618877842,0.011718515882903482
0.15467336683417088,0.0025585826825729506,0.0025585826825729454,0.0027610299771368349,0.0013114718785709671,0.0014673895732477552,0.0011745824220799257,0.011831639216181378
0.1562814070351759,0.0025142067035967709,0.0025142067035967683,0.0030148262083207469,0.0014220828040786776,0.0013870672477809187,0.0011672877143876115,0.012019677381761493
0.15788944723618092,0.0025916238533331393,0.0025916238533331372,0.0032437607341770777,0.0016167938306448264,0.0012909606707359805,0.0012103031146318409,0.012545066056856003
0.15949748743718595,0.0027115915657008613,0.0027115915657008605,0.0031839105562264294,0.0016775159130839193,0.0012960115115922596,0.0012662645372780886,0.012846885649582418
0.16110552763819097,0.0028149845250510508,0.0028149845250510473,0.003092962010022079,0.0015763410140044302,0.0013763292676189976,0.0012733619029630591,0.012948963244710662
